MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Empfänger*innen nach SGB XII,Männer,2012,201211,9139,8767,0.2,4.24,8984
Empfänger*innen nach SGB XII,Männer,2012,201212,9189,8788,0.55,4.56,9018
Empfänger*innen nach SGB XII,Männer,2011,201101,8403,8044,1.07,4.46,8240
Empfänger*innen nach SGB XII,Männer,2011,201102,8449,8067,0.55,4.74,8272
Empfänger*innen nach SGB XII,Männer,2011,201103,8518,8123,0.82,4.86,8305
Empfänger*innen nach SGB XII,Männer,2011,201104,8539,8142,0.25,4.88,8338
Empfänger*innen nach SGB XII,Männer,2011,201105,8561,8148,0.26,5.07,8372
Empfänger*innen nach SGB XII,Männer,2011,201106,8659,8254,1.14,4.91,8406
Empfänger*innen nach SGB XII,Männer,2011,201107,8712,8294,0.61,5.04,8441
Empfänger*innen nach SGB XII,Männer,2011,201108,8719,8265,0.08,5.49,8479
Empfänger*innen nach SGB XII,Männer,2011,201109,8721,8281,0.02,5.31,8515
Empfänger*innen nach SGB XII,Männer,2011,201110,8711,8246,-0.11,5.64,8554
Empfänger*innen nach SGB XII,Männer,2011,201111,8767,8342,0.64,5.09,8589
Empfänger*innen nach SGB XII,Männer,2011,201112,8788,8314,0.24,5.7,8629
Empfänger*innen nach SGB XII,Männer,2010,201001,8044,7501,0.61,7.24,7824
Empfänger*innen nach SGB XII,Männer,2010,201002,8067,7569,0.29,6.58,7866
Empfänger*innen nach SGB XII,Männer,2010,201003,8123,7647,0.69,6.22,7905
Empfänger*innen nach SGB XII,Männer,2010,201004,8142,7693,0.23,5.84,7943
Empfänger*innen nach SGB XII,Männer,2010,201005,8148,7759,0.07,5.01,7975
Empfänger*innen nach SGB XII,Männer,2010,201006,8254,7771,1.3,6.22,8015
Empfänger*innen nach SGB XII,Männer,2010,201007,8294,7801,0.48,6.32,8056
Empfänger*innen nach SGB XII,Männer,2010,201008,8265,7855,-0.35,5.22,8091
Empfänger*innen nach SGB XII,Männer,2010,201009,8281,7879,0.19,5.1,8124
Empfänger*innen nach SGB XII,Männer,2010,201010,8246,7920,-0.42,4.12,8151
Empfänger*innen nach SGB XII,Männer,2010,201011,8342,7956,1.16,4.85,8183
Empfänger*innen nach SGB XII,Männer,2010,201012,8314,7995,-0.34,3.99,8210
Empfänger*innen nach SGB XII,Männer,2009,200901,7501,7678,-0.15,-2.31,7412
Empfänger*innen nach SGB XII,Männer,2009,200902,7569,7519,0.91,0.66,7416
Empfänger*innen nach SGB XII,Männer,2009,200903,7647,7409,1.03,3.21,7436
Empfänger*innen nach SGB XII,Männer,2009,200904,7693,7254,0.6,6.05,7472
Empfänger*innen nach SGB XII,Männer,2009,200905,7759,7244,0.86,7.11,7515
Empfänger*innen nach SGB XII,Männer,2009,200906,7771,7292,0.15,6.57,7555
Empfänger*innen nach SGB XII,Männer,2009,200907,7801,7360,0.39,5.99,7592
Empfänger*innen nach SGB XII,Männer,2009,200908,7855,7408,0.69,6.03,7629
Empfänger*innen nach SGB XII,Männer,2009,200909,7879,7445,0.31,5.83,7665
Empfänger*innen nach SGB XII,Männer,2009,200910,7920,7486,0.52,5.8,7702
Empfänger*innen nach SGB XII,Männer,2009,200911,7956,7512,0.45,5.91,7739
Empfänger*innen nach SGB XII,Männer,2009,200912,7995,7512,0.49,6.43,7779
Empfänger*innen nach SGB XII,Männer,2008,200801,7678,,,,7678
Empfänger*innen nach SGB XII,Männer,2008,200802,7519,,-2.07,,7599
Empfänger*innen nach SGB XII,Männer,2008,200803,7409,,-1.46,,7535
Empfänger*innen nach SGB XII,Männer,2008,200804,7254,,-2.09,,7465
Empfänger*innen nach SGB XII,Männer,2008,200805,7244,,-0.14,,7421
Empfänger*innen nach SGB XII,Männer,2008,200806,7292,,0.66,,7399
Empfänger*innen nach SGB XII,Männer,2008,200807,7360,,0.93,,7394
Empfänger*innen nach SGB XII,Männer,2008,200808,7408,,0.65,,7396
Empfänger*innen nach SGB XII,Männer,2008,200809,7445,,0.5,,7401
Empfänger*innen nach SGB XII,Männer,2008,200810,7486,,0.55,,7410
Empfänger*innen nach SGB XII,Männer,2008,200811,7512,,0.35,,7419
Empfänger*innen nach SGB XII,Männer,2008,200812,7512,,0,,7427
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202101,8949,8251,0.74,8.46,8676
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202102,8957,8352,0.09,7.24,8726
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202103,8948,8407,-0.1,6.44,8771
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202104,,8423,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202105,,8458,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202106,,8500,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202107,,8807,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202108,,8802,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202109,,8818,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202110,,8839,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202111,,8869,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2021,202112,,8883,,,
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202001,8251,8791,-4,-6.14,8599
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202002,8352,8707,1.22,-4.08,8569
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202003,8407,8705,0.66,-3.42,8545
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202004,8423,8630,0.19,-2.4,8527
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202005,8458,8636,0.42,-2.06,8512
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202006,8500,8629,0.5,-1.49,8502
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202007,8807,8633,3.61,2.02,8516
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202008,8802,8619,-0.06,2.12,8531
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202009,8818,8602,0.18,2.51,8549
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202010,8839,8589,0.24,2.91,8570
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202011,8869,8591,0.34,3.24,8593
Empfänger*innen nach SGB XII,Nichtdeutsche,2020,202012,8883,8595,0.16,3.35,8617
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201901,8791,9007,-2.86,-2.4,9128
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201902,8707,9058,-0.96,-3.88,9099
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201903,8705,9098,-0.02,-4.32,9066
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201904,8630,9139,-0.86,-5.57,9024
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201905,8636,9152,0.07,-5.64,8981
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201906,8629,9180,-0.08,-6,8935
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201907,8633,9171,0.05,-5.87,8890
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201908,8619,9176,-0.16,-6.07,8844
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201909,8602,9213,-0.2,-6.63,8793
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201910,8589,9237,-0.15,-7.02,8739
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201911,8591,9272,0.02,-7.34,8682
Empfänger*innen nach SGB XII,Nichtdeutsche,2019,201912,8595,9050,0.05,-5.03,8644
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201801,9007,8662,4.51,3.98,8806
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201802,9058,8686,0.57,4.28,8837
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201803,9098,8711,0.44,4.44,8869
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201804,9139,8724,0.45,4.76,8903
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201805,9152,8754,0.14,4.55,8937
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201806,9180,8802,0.31,4.29,8968
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201807,9171,8822,-0.1,3.96,8997
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201808,9176,8838,0.05,3.82,9025
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201809,9213,8856,0.4,4.03,9055
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201810,9237,8909,0.26,3.68,9082
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201811,9272,8940,0.38,3.71,9110
Empfänger*innen nach SGB XII,Nichtdeutsche,2018,201812,9050,8618,-2.39,5.01,9146
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201701,8662,8256,0.51,4.92,8454
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201702,8686,8278,0.28,4.93,8488
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201703,8711,8335,0.29,4.51,8519
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201704,8724,8359,0.15,4.37,8549
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201705,8754,8377,0.34,4.5,8581
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201706,8802,8386,0.55,4.96,8615
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201707,8822,8431,0.23,4.64,8648
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201708,8838,8358,0.18,5.74,8688
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201709,8856,8512,0.2,4.04,8717
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201710,8909,8537,0.6,4.36,8748
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201711,8940,8589,0.35,4.09,8777
Empfänger*innen nach SGB XII,Nichtdeutsche,2017,201712,8618,8618,-3.6,0,8777
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201601,8256,7700,0.77,7.22,8019
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201602,8278,7790,0.27,6.26,8060
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201603,8335,7851,0.69,6.16,8100
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201604,8359,7864,0.29,6.29,8141
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201605,8377,7889,0.22,6.19,8182
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201606,8386,7949,0.11,5.5,8218
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201607,8431,8007,0.54,5.3,8254
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201608,8358,8030,-0.87,4.08,8281
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201609,8512,8074,1.84,5.42,8318
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201610,8537,8133,0.29,4.97,8351
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201611,8589,8192,0.61,4.85,8384
Empfänger*innen nach SGB XII,Nichtdeutsche,2016,201612,8618,8193,0.34,5.19,8420
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201501,7700,7379,1.09,4.35,7523
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201502,7790,7379,1.17,5.57,7558
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201503,7851,7401,0.78,6.08,7595
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201504,7864,7425,0.17,5.91,7632
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201505,7889,7473,0.32,5.57,7666
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201506,7949,7504,0.76,5.93,7703
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201507,8007,7547,0.73,6.1,7742
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201508,8030,7577,0.29,5.98,7779
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201509,8074,7631,0.55,5.81,7816
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201510,8133,7476,0.73,8.79,7871
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201511,8192,7549,0.73,8.52,7925
Empfänger*innen nach SGB XII,Nichtdeutsche,2015,201512,8193,7617,0.01,7.56,7973
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201401,7379,7013,0.55,5.22,7222
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201402,7379,7097,0,3.97,7245
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201403,7401,7093,0.3,4.34,7271
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201404,7425,7138,0.32,4.02,7295
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201405,7473,7176,0.65,4.14,7320
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201406,7504,7195,0.41,4.29,7345
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201407,7547,7216,0.57,4.59,7373
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201408,7577,7285,0.4,4.01,7397
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201409,7631,7240,0.71,5.4,7430
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201410,7476,7221,-2.03,3.53,7451
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201411,7549,7281,0.98,3.68,7473
Empfänger*innen nach SGB XII,Nichtdeutsche,2014,201412,7617,7339,0.9,3.79,7497
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201301,7013,6578,0.47,6.61,6843
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201302,7097,6670,1.2,6.4,6878
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201303,7093,6691,-0.06,6.01,6912
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201304,7138,6701,0.63,6.52,6948
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201305,7176,6745,0.53,6.39,6984
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201306,7195,6774,0.26,6.21,7019
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201307,7216,6831,0.29,5.64,7051
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201308,7285,6936,0.96,5.03,7080
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201309,7240,6890,-0.62,5.08,7110
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201310,7221,6923,-0.26,4.3,7134
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201311,7281,6958,0.83,4.64,7161
Empfänger*innen nach SGB XII,Nichtdeutsche,2013,201312,7339,6980,0.8,5.14,7191
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201201,6578,6196,0.32,6.17,6390
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201202,6670,6214,1.4,7.34,6428
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201203,6691,6256,0.31,6.95,6464
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201204,6701,6263,0.15,6.99,6501
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201205,6745,6300,0.66,7.06,6538
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201206,6774,6234,0.43,8.66,6583
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201207,6831,6401,0.84,6.72,6619
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201208,6936,6480,1.54,7.04,6657
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201209,6890,6431,-0.66,7.14,6695
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201210,6923,6464,0.48,7.1,6733
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201211,6958,6500,0.51,7.05,6771
Empfänger*innen nach SGB XII,Nichtdeutsche,2012,201212,6980,6557,0.32,6.45,6806
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201101,6196,5854,-3.55,5.84,6060
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201102,6214,5876,0.29,5.75,6088
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201103,6256,5925,0.68,5.59,6115
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201104,6263,5932,0.11,5.58,6143
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201105,6300,5948,0.59,5.92,6172
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201106,6234,6014,-1.05,3.66,6191
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201107,6401,6037,2.68,6.03,6221
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201108,6480,6054,1.23,7.04,6256
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201109,6431,6086,-0.76,5.67,6285
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201110,6464,6082,0.51,6.28,6317
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201111,6500,6140,0.56,5.86,6347
Empfänger*innen nach SGB XII,Nichtdeutsche,2011,201112,6557,6424,0.88,2.07,6358
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201001,5854,5460,0.69,7.22,5684
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201002,5876,5475,0.38,7.32,5717
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201003,5925,5539,0.83,6.97,5749
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201004,5932,5598,0.12,5.97,5777
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201005,5948,5621,0.27,5.82,5804
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201006,6014,5665,1.11,6.16,5833
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201007,6037,5716,0.38,5.62,5860
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201008,6054,5677,0.28,6.64,5892
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201009,6086,5701,0.53,6.75,5924
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201010,6082,5751,-0.07,5.76,5951
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201011,6140,5793,0.95,5.99,5980
Empfänger*innen nach SGB XII,Nichtdeutsche,2010,201012,6424,5814,4.63,10.49,6031
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200901,5460,5455,0.4,0.09,5359
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200902,5475,5395,0.27,1.48,5366
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200903,5539,5301,1.17,4.49,5386
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200904,5598,5317,1.07,5.28,5409
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200905,5621,5277,0.41,6.52,5438
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200906,5665,5303,0.78,6.83,5468
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200907,5716,5314,0.9,7.56,5502
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200908,5677,5336,-0.68,6.39,5530
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200909,5701,5369,0.42,6.18,5558
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200910,5751,5395,0.88,6.6,5587
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200911,5793,5406,0.73,7.16,5620
Empfänger*innen nach SGB XII,Nichtdeutsche,2009,200912,5814,5438,0.36,6.91,5651
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200801,5455,,,,5455
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200802,5395,,-1.1,,5425
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200803,5301,,-1.74,,5384
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200804,5317,,0.3,,5367
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200805,5277,,-0.75,,5349
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200806,5303,,0.49,,5341
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200807,5314,,0.21,,5337
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200808,5336,,0.41,,5337
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200809,5369,,0.62,,5341
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200810,5395,,0.48,,5346
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200811,5406,,0.2,,5352
Empfänger*innen nach SGB XII,Nichtdeutsche,2008,200812,5438,,0.59,,5359
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202101,10680,10199,0.25,4.72,10526
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202102,10701,10249,0.2,4.41,10564
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202103,10713,10338,0.11,3.63,10595
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202104,,10401,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202105,,10442,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202106,,10474,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202107,,10626,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202108,,10611,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202109,,10586,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202110,,10608,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202111,,10645,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2021,202112,,10653,,,
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202001,10199,10860,-1.86,-6.09,10527
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202002,10249,10768,0.49,-4.82,10483
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202003,10338,10774,0.87,-4.05,10447
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202004,10401,10675,0.61,-2.57,10424
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202005,10442,10638,0.39,-1.84,10408
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202006,10474,10581,0.31,-1.01,10399
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202007,10626,10515,1.45,1.06,10408
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202008,10611,10505,-0.14,1.01,10417
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202009,10586,10454,-0.24,1.26,10428
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202010,10608,10424,0.21,1.77,10443
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202011,10645,10394,0.35,2.41,10464
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2020,202012,10653,10392,0.08,2.51,10486
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201901,10860,11373,-2.05,-4.51,11355
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201902,10768,11408,-0.85,-5.61,11302
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201903,10774,11411,0.06,-5.58,11249
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201904,10675,11433,-0.92,-6.63,11186
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201905,10638,11435,-0.35,-6.97,11119
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201906,10581,11433,-0.54,-7.45,11048
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201907,10515,11436,-0.62,-8.05,10972
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201908,10505,11424,-0.1,-8.04,10895
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201909,10454,11438,-0.49,-8.6,10813
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201910,10424,11466,-0.29,-9.09,10726
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201911,10394,11432,-0.29,-9.08,10640
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2019,201912,10392,11087,-0.02,-6.27,10582
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201801,11373,11170,-0.02,1.82,11275
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201802,11408,11163,0.31,2.19,11295
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201803,11411,11190,0.03,1.97,11314
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201804,11433,11239,0.19,1.73,11330
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201805,11435,11253,0.02,1.62,11345
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201806,11433,11238,-0.02,1.74,11361
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201807,11436,11269,0.03,1.48,11375
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201808,11424,11265,-0.1,1.41,11388
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201809,11438,11277,0.12,1.43,11402
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201810,11466,11317,0.24,1.32,11414
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201811,11432,11339,-0.3,0.82,11422
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2018,201812,11087,11375,-3.02,-2.53,11398
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201701,11170,11116,0.33,0.49,11099
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201702,11163,11132,-0.06,0.28,11102
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201703,11190,11120,0.24,0.63,11108
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201704,11239,11091,0.44,1.33,11120
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201705,11253,11093,0.12,1.44,11133
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201706,11238,11071,-0.13,1.51,11147
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201707,11269,11088,0.28,1.63,11162
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201708,11265,10983,-0.04,2.57,11186
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201709,11277,11072,0.11,1.85,11203
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201710,11317,11126,0.35,1.72,11219
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201711,11339,11112,0.19,2.04,11238
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2017,201712,11375,11133,0.32,2.17,11258
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201601,11116,10871,0.14,2.25,11011
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201602,11132,10940,0.14,1.76,11027
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201603,11120,10948,-0.11,1.57,11041
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201604,11091,10970,-0.26,1.1,11051
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201605,11093,10997,0.02,0.87,11059
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201606,11071,11000,-0.2,0.65,11065
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201607,11088,10999,0.15,0.81,11072
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201608,10983,10997,-0.95,-0.13,11071
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201609,11072,11005,0.81,0.61,11077
Grundsicherung im Alter und bei Erwerbsminderung,Deutsche,2016,201610,11126,11010,0.49,1.05,11087
